20190408210041,10.0.0.2,53544,10.0.0.4,5002,203,0.0-1.0,1310720,10485760
20190408210042,10.0.0.2,53544,10.0.0.4,5002,203,1.0-2.0,262144,2097152
20190408210043,10.0.0.2,53544,10.0.0.4,5002,203,2.0-3.0,131072,1048576
20190408210044,10.0.0.2,53544,10.0.0.4,5002,203,3.0-4.0,131072,1048576
20190408210045,10.0.0.2,53544,10.0.0.4,5002,203,4.0-5.0,262144,2097152
20190408210046,10.0.0.2,53544,10.0.0.4,5002,203,5.0-6.0,131072,1048576
20190408210047,10.0.0.2,53544,10.0.0.4,5002,203,6.0-7.0,131072,1048576
20190408210048,10.0.0.2,53544,10.0.0.4,5002,203,7.0-8.0,262144,2097152
20190408210049,10.0.0.2,53544,10.0.0.4,5002,203,8.0-9.0,131072,1048576
20190408210050,10.0.0.2,53544,10.0.0.4,5002,203,9.0-10.0,262144,2097152
20190408210051,10.0.0.2,53544,10.0.0.4,5002,203,10.0-11.0,131072,1048576
20190408210052,10.0.0.2,53544,10.0.0.4,5002,203,11.0-12.0,131072,1048576
20190408210053,10.0.0.2,53544,10.0.0.4,5002,203,12.0-13.0,262144,2097152
20190408210054,10.0.0.2,53544,10.0.0.4,5002,203,13.0-14.0,131072,1048576
20190408210055,10.0.0.2,53544,10.0.0.4,5002,203,14.0-15.0,131072,1048576
20190408210056,10.0.0.2,53544,10.0.0.4,5002,203,15.0-16.0,262144,2097152
20190408210057,10.0.0.2,53544,10.0.0.4,5002,203,16.0-17.0,131072,1048576
20190408210058,10.0.0.2,53544,10.0.0.4,5002,203,17.0-18.0,131072,1048576
20190408210059,10.0.0.2,53544,10.0.0.4,5002,203,18.0-19.0,262144,2097152
20190408210100,10.0.0.2,53544,10.0.0.4,5002,203,19.0-20.0,131072,1048576
20190408210101,10.0.0.2,53544,10.0.0.4,5002,203,20.0-21.0,131072,1048576
20190408210102,10.0.0.2,53544,10.0.0.4,5002,203,21.0-22.0,262144,2097152
20190408210103,10.0.0.2,53544,10.0.0.4,5002,203,22.0-23.0,131072,1048576
20190408210104,10.0.0.2,53544,10.0.0.4,5002,203,23.0-24.0,262144,2097152
20190408210105,10.0.0.2,53544,10.0.0.4,5002,203,24.0-25.0,131072,1048576
20190408210106,10.0.0.2,53544,10.0.0.4,5002,203,25.0-26.0,131072,1048576
20190408210107,10.0.0.2,53544,10.0.0.4,5002,203,26.0-27.0,262144,2097152
20190408210108,10.0.0.2,53544,10.0.0.4,5002,203,27.0-28.0,131072,1048576
20190408210109,10.0.0.2,53544,10.0.0.4,5002,203,28.0-29.0,131072,1048576
20190408210110,10.0.0.2,53544,10.0.0.4,5002,203,29.0-30.0,262144,2097152
20190408210111,10.0.0.2,53544,10.0.0.4,5002,203,30.0-31.0,131072,1048576
20190408210112,10.0.0.2,53544,10.0.0.4,5002,203,31.0-32.0,131072,1048576
20190408210113,10.0.0.2,53544,10.0.0.4,5002,203,32.0-33.0,262144,2097152
20190408210114,10.0.0.2,53544,10.0.0.4,5002,203,33.0-34.0,131072,1048576
20190408210115,10.0.0.2,53544,10.0.0.4,5002,203,34.0-35.0,131072,1048576
20190408210116,10.0.0.2,53544,10.0.0.4,5002,203,35.0-36.0,262144,2097152
20190408210117,10.0.0.2,53544,10.0.0.4,5002,203,36.0-37.0,131072,1048576
20190408210118,10.0.0.2,53544,10.0.0.4,5002,203,37.0-38.0,262144,2097152
20190408210119,10.0.0.2,53544,10.0.0.4,5002,203,38.0-39.0,131072,1048576
20190408210120,10.0.0.2,53544,10.0.0.4,5002,203,39.0-40.0,131072,1048576
20190408210121,10.0.0.2,53544,10.0.0.4,5002,203,40.0-41.0,262144,2097152
20190408210122,10.0.0.2,53544,10.0.0.4,5002,203,41.0-42.0,131072,1048576
20190408210123,10.0.0.2,53544,10.0.0.4,5002,203,42.0-43.0,131072,1048576
20190408210124,10.0.0.2,53544,10.0.0.4,5002,203,43.0-44.0,262144,2097152
20190408210125,10.0.0.2,53544,10.0.0.4,5002,203,44.0-45.0,131072,1048576
20190408210126,10.0.0.2,53544,10.0.0.4,5002,203,45.0-46.0,131072,1048576
20190408210127,10.0.0.2,53544,10.0.0.4,5002,203,46.0-47.0,262144,2097152
20190408210128,10.0.0.2,53544,10.0.0.4,5002,203,47.0-48.0,131072,1048576
20190408210129,10.0.0.2,53544,10.0.0.4,5002,203,48.0-49.0,131072,1048576
20190408210130,10.0.0.2,53544,10.0.0.4,5002,203,49.0-50.0,262144,2097152
20190408210131,10.0.0.2,53544,10.0.0.4,5002,203,50.0-51.0,131072,1048576
20190408210132,10.0.0.2,53544,10.0.0.4,5002,203,51.0-52.0,262144,2097152
20190408210133,10.0.0.2,53544,10.0.0.4,5002,203,52.0-53.0,131072,1048576
20190408210134,10.0.0.2,53544,10.0.0.4,5002,203,53.0-54.0,131072,1048576
20190408210135,10.0.0.2,53544,10.0.0.4,5002,203,54.0-55.0,262144,2097152
20190408210136,10.0.0.2,53544,10.0.0.4,5002,203,55.0-56.0,131072,1048576
20190408210137,10.0.0.2,53544,10.0.0.4,5002,203,56.0-57.0,131072,1048576
20190408210138,10.0.0.2,53544,10.0.0.4,5002,203,57.0-58.0,262144,2097152
20190408210139,10.0.0.2,53544,10.0.0.4,5002,203,58.0-59.0,131072,1048576
20190408210140,10.0.0.2,53544,10.0.0.4,5002,203,59.0-60.0,131072,1048576
20190408210141,10.0.0.2,53544,10.0.0.4,5002,203,60.0-61.0,262144,2097152
20190408210142,10.0.0.2,53544,10.0.0.4,5002,203,61.0-62.0,131072,1048576
20190408210143,10.0.0.2,53544,10.0.0.4,5002,203,62.0-63.0,131072,1048576
20190408210144,10.0.0.2,53544,10.0.0.4,5002,203,63.0-64.0,262144,2097152
20190408210145,10.0.0.2,53544,10.0.0.4,5002,203,64.0-65.0,131072,1048576
20190408210146,10.0.0.2,53544,10.0.0.4,5002,203,65.0-66.0,262144,2097152
20190408210147,10.0.0.2,53544,10.0.0.4,5002,203,66.0-67.0,131072,1048576
20190408210148,10.0.0.2,53544,10.0.0.4,5002,203,67.0-68.0,131072,1048576
20190408210149,10.0.0.2,53544,10.0.0.4,5002,203,68.0-69.0,262144,2097152
20190408210150,10.0.0.2,53544,10.0.0.4,5002,203,69.0-70.0,131072,1048576
20190408210151,10.0.0.2,53544,10.0.0.4,5002,203,70.0-71.0,131072,1048576
20190408210152,10.0.0.2,53544,10.0.0.4,5002,203,71.0-72.0,262144,2097152
20190408210153,10.0.0.2,53544,10.0.0.4,5002,203,72.0-73.0,131072,1048576
20190408210154,10.0.0.2,53544,10.0.0.4,5002,203,73.0-74.0,131072,1048576
20190408210155,10.0.0.2,53544,10.0.0.4,5002,203,74.0-75.0,262144,2097152
20190408210156,10.0.0.2,53544,10.0.0.4,5002,203,75.0-76.0,131072,1048576
20190408210157,10.0.0.2,53544,10.0.0.4,5002,203,76.0-77.0,131072,1048576
20190408210158,10.0.0.2,53544,10.0.0.4,5002,203,77.0-78.0,262144,2097152
20190408210159,10.0.0.2,53544,10.0.0.4,5002,203,78.0-79.0,131072,1048576
20190408210200,10.0.0.2,53544,10.0.0.4,5002,203,79.0-80.0,262144,2097152
20190408210201,10.0.0.2,53544,10.0.0.4,5002,203,80.0-81.0,131072,1048576
20190408210202,10.0.0.2,53544,10.0.0.4,5002,203,81.0-82.0,131072,1048576
20190408210203,10.0.0.2,53544,10.0.0.4,5002,203,82.0-83.0,262144,2097152
20190408210204,10.0.0.2,53544,10.0.0.4,5002,203,83.0-84.0,131072,1048576
20190408210205,10.0.0.2,53544,10.0.0.4,5002,203,84.0-85.0,131072,1048576
20190408210206,10.0.0.2,53544,10.0.0.4,5002,203,85.0-86.0,262144,2097152
20190408210207,10.0.0.2,53544,10.0.0.4,5002,203,86.0-87.0,131072,1048576
20190408210208,10.0.0.2,53544,10.0.0.4,5002,203,87.0-88.0,131072,1048576
20190408210209,10.0.0.2,53544,10.0.0.4,5002,203,88.0-89.0,262144,2097152
20190408210210,10.0.0.2,53544,10.0.0.4,5002,203,89.0-90.0,131072,1048576
20190408210211,10.0.0.2,53544,10.0.0.4,5002,203,90.0-91.0,131072,1048576
20190408210212,10.0.0.2,53544,10.0.0.4,5002,203,91.0-92.0,262144,2097152
20190408210213,10.0.0.2,53544,10.0.0.4,5002,203,92.0-93.0,131072,1048576
20190408210214,10.0.0.2,53544,10.0.0.4,5002,203,93.0-94.0,262144,2097152
20190408210215,10.0.0.2,53544,10.0.0.4,5002,203,94.0-95.0,131072,1048576
20190408210216,10.0.0.2,53544,10.0.0.4,5002,203,95.0-96.0,131072,1048576
20190408210217,10.0.0.2,53544,10.0.0.4,5002,203,96.0-97.0,262144,2097152
20190408210218,10.0.0.2,53544,10.0.0.4,5002,203,97.0-98.0,131072,1048576
20190408210219,10.0.0.2,53544,10.0.0.4,5002,203,98.0-99.0,131072,1048576
20190408210220,10.0.0.2,53544,10.0.0.4,5002,203,99.0-100.0,262144,2097152
20190408210220,10.0.0.2,53544,10.0.0.4,5002,203,0.0-101.4,19136512,1509514
