20190408205334,10.0.0.2,53494,10.0.0.4,5002,149,0.0-1.0,1310720,10485760
20190408205335,10.0.0.2,53494,10.0.0.4,5002,149,1.0-2.0,262144,2097152
20190408205336,10.0.0.2,53494,10.0.0.4,5002,149,2.0-3.0,131072,1048576
20190408205337,10.0.0.2,53494,10.0.0.4,5002,149,3.0-4.0,131072,1048576
20190408205338,10.0.0.2,53494,10.0.0.4,5002,149,4.0-5.0,262144,2097152
20190408205339,10.0.0.2,53494,10.0.0.4,5002,149,5.0-6.0,131072,1048576
20190408205340,10.0.0.2,53494,10.0.0.4,5002,149,6.0-7.0,131072,1048576
20190408205341,10.0.0.2,53494,10.0.0.4,5002,149,7.0-8.0,262144,2097152
20190408205342,10.0.0.2,53494,10.0.0.4,5002,149,8.0-9.0,131072,1048576
20190408205343,10.0.0.2,53494,10.0.0.4,5002,149,9.0-10.0,262144,2097152
20190408205344,10.0.0.2,53494,10.0.0.4,5002,149,10.0-11.0,131072,1048576
20190408205345,10.0.0.2,53494,10.0.0.4,5002,149,11.0-12.0,131072,1048576
20190408205346,10.0.0.2,53494,10.0.0.4,5002,149,12.0-13.0,262144,2097152
20190408205347,10.0.0.2,53494,10.0.0.4,5002,149,13.0-14.0,131072,1048576
20190408205348,10.0.0.2,53494,10.0.0.4,5002,149,14.0-15.0,131072,1048576
20190408205349,10.0.0.2,53494,10.0.0.4,5002,149,15.0-16.0,262144,2097152
20190408205350,10.0.0.2,53494,10.0.0.4,5002,149,16.0-17.0,131072,1048576
20190408205351,10.0.0.2,53494,10.0.0.4,5002,149,17.0-18.0,131072,1048576
20190408205352,10.0.0.2,53494,10.0.0.4,5002,149,18.0-19.0,262144,2097152
20190408205353,10.0.0.2,53494,10.0.0.4,5002,149,19.0-20.0,131072,1048576
20190408205354,10.0.0.2,53494,10.0.0.4,5002,149,20.0-21.0,131072,1048576
20190408205355,10.0.0.2,53494,10.0.0.4,5002,149,21.0-22.0,262144,2097152
20190408205356,10.0.0.2,53494,10.0.0.4,5002,149,22.0-23.0,131072,1048576
20190408205357,10.0.0.2,53494,10.0.0.4,5002,149,23.0-24.0,262144,2097152
20190408205358,10.0.0.2,53494,10.0.0.4,5002,149,24.0-25.0,131072,1048576
20190408205359,10.0.0.2,53494,10.0.0.4,5002,149,25.0-26.0,131072,1048576
20190408205400,10.0.0.2,53494,10.0.0.4,5002,149,26.0-27.0,262144,2097152
20190408205401,10.0.0.2,53494,10.0.0.4,5002,149,27.0-28.0,131072,1048576
20190408205402,10.0.0.2,53494,10.0.0.4,5002,149,28.0-29.0,131072,1048576
20190408205403,10.0.0.2,53494,10.0.0.4,5002,149,29.0-30.0,262144,2097152
20190408205404,10.0.0.2,53494,10.0.0.4,5002,149,30.0-31.0,131072,1048576
20190408205405,10.0.0.2,53494,10.0.0.4,5002,149,31.0-32.0,131072,1048576
20190408205406,10.0.0.2,53494,10.0.0.4,5002,149,32.0-33.0,262144,2097152
20190408205407,10.0.0.2,53494,10.0.0.4,5002,149,33.0-34.0,131072,1048576
20190408205408,10.0.0.2,53494,10.0.0.4,5002,149,34.0-35.0,131072,1048576
20190408205409,10.0.0.2,53494,10.0.0.4,5002,149,35.0-36.0,262144,2097152
20190408205410,10.0.0.2,53494,10.0.0.4,5002,149,36.0-37.0,131072,1048576
20190408205411,10.0.0.2,53494,10.0.0.4,5002,149,37.0-38.0,262144,2097152
20190408205412,10.0.0.2,53494,10.0.0.4,5002,149,38.0-39.0,131072,1048576
20190408205413,10.0.0.2,53494,10.0.0.4,5002,149,39.0-40.0,131072,1048576
20190408205414,10.0.0.2,53494,10.0.0.4,5002,149,40.0-41.0,262144,2097152
20190408205415,10.0.0.2,53494,10.0.0.4,5002,149,41.0-42.0,131072,1048576
20190408205416,10.0.0.2,53494,10.0.0.4,5002,149,42.0-43.0,131072,1048576
20190408205417,10.0.0.2,53494,10.0.0.4,5002,149,43.0-44.0,262144,2097152
20190408205418,10.0.0.2,53494,10.0.0.4,5002,149,44.0-45.0,131072,1048576
20190408205419,10.0.0.2,53494,10.0.0.4,5002,149,45.0-46.0,131072,1048576
20190408205420,10.0.0.2,53494,10.0.0.4,5002,149,46.0-47.0,262144,2097152
20190408205421,10.0.0.2,53494,10.0.0.4,5002,149,47.0-48.0,131072,1048576
20190408205422,10.0.0.2,53494,10.0.0.4,5002,149,48.0-49.0,131072,1048576
20190408205423,10.0.0.2,53494,10.0.0.4,5002,149,49.0-50.0,262144,2097152
20190408205424,10.0.0.2,53494,10.0.0.4,5002,149,50.0-51.0,131072,1048576
20190408205425,10.0.0.2,53494,10.0.0.4,5002,149,51.0-52.0,262144,2097152
20190408205426,10.0.0.2,53494,10.0.0.4,5002,149,52.0-53.0,131072,1048576
20190408205427,10.0.0.2,53494,10.0.0.4,5002,149,53.0-54.0,131072,1048576
20190408205428,10.0.0.2,53494,10.0.0.4,5002,149,54.0-55.0,262144,2097152
20190408205429,10.0.0.2,53494,10.0.0.4,5002,149,55.0-56.0,131072,1048576
